,fighter,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
770,Will Campuzano,"5' 9""",125 lbs.,"70""",Orthodox,"May 27, 1986",2.43,31%,3.82,57%,0.88,45%,48%,0.2
771,Sean Pierson,"6' 0""",170 lbs.,"76""",Southpaw,"Mar 10, 1976",3.84,39%,3.73,64%,0.39,18%,66%,0.4
772,John Makdessi,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",5.36,51%,3.76,70%,0.0,0%,88%,0.0
773,Jesse Bongfeldt,"6' 0""",185 lbs.,,Orthodox,"Aug 28, 1980",2.91,62%,1.01,50%,1.51,33%,33%,0.0
774,Diego Nunes,"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982",2.72,43%,2.59,58%,1.18,44%,65%,0.6
775,Antonio McKee,"5' 8""",155 lbs.,,Southpaw,"Mar 12, 1970",1.37,45%,0.74,74%,1.47,33%,57%,0.0
776,Josh Grispi,"5' 11""",145 lbs.,"74""",Orthodox,"Oct 14, 1988",1.44,41%,3.71,50%,1.97,36%,16%,2.2
777,Dustin Poirier,"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989",5.59,50%,4.17,54%,1.47,36%,61%,1.3
778,Willamy Freire,"5' 8""",155 lbs.,,,"Jul 28, 1987",1.53,37%,0.93,62%,0.5,100%,73%,0.0
779,Chris Cariaso,"5' 3""",125 lbs.,"64""",Southpaw,"May 27, 1981",3.35,43%,2.23,61%,1.11,39%,57%,0.8
780,Rani Yahya,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 12, 1984",1.57,37%,1.7,50%,2.89,33%,24%,2.0
781,Norifumi Yamamoto,"5' 4""",135 lbs.,"66""",Southpaw,"Mar 15, 1977",2.09,45%,2.01,57%,0.41,22%,45%,0.0
782,Antonio Banuelos,"5' 5""",135 lbs.,"63""",Orthodox,"Sep 23, 1979",2.69,33%,3.15,58%,1.62,62%,86%,0.4
783,Kenny Robertson,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 14, 1984",3.72,47%,3.02,52%,1.37,26%,57%,0.8
784,Donald Cerrone,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",4.43,46%,4.46,53%,1.19,33%,73%,1.2
785,Demetrious Johnson,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986",3.43,54%,1.66,67%,3.35,56%,65%,0.5
786,Chad Mendes,"5' 6""",145 lbs.,"66""",Orthodox,"May 01, 1985",2.78,49%,2.35,67%,4.13,55%,100%,0.3
787,Miguel Torres,"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981",3.98,43%,1.86,74%,0.0,0%,17%,1.6
788,Tom Blackledge,,205 lbs.,,Orthodox,,2.91,61%,2.55,46%,0.0,0%,75%,0.0
789,Riki Fukuda,"6' 0""",185 lbs.,"73""",Southpaw,"Jan 06, 1981",4.24,43%,3.71,64%,2.17,43%,70%,0.0
790,Brian Ebersole,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980",2.32,49%,2.14,56%,1.7,23%,61%,0.1
791,Nick Ring,"6' 0""",185 lbs.,"74""",Southpaw,"Feb 10, 1979",3.52,42%,3.48,62%,1.36,36%,52%,0.3
792,Maciej Jewtuszko,"6' 0""",155 lbs.,,Southpaw,"Jan 31, 1981",2.29,45%,1.39,66%,0.0,0%,42%,0.9
793,Zhang Tiequan,"5' 8""",155 lbs.,"69""",Orthodox,"Jul 25, 1978",1.23,36%,2.14,51%,1.95,58%,75%,3.4
794,Takeya Mizugaki,"5' 7""",135 lbs.,"69""",Orthodox,"Dec 16, 1983",3.37,37%,3.27,57%,1.46,57%,70%,0.1
795,Brian Bowles,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 22, 1980",2.36,26%,2.98,64%,1.39,70%,54%,1.4
796,Shane Roller,"5' 10""",155 lbs.,"72""",Orthodox,"Jul 14, 1979",2.04,34%,2.65,60%,2.46,33%,42%,1.9
797,Reuben Duran,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 02, 1983",3.19,49%,2.61,50%,0.98,23%,25%,0.7
798,Chris Weidman,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",3.03,43%,3.15,52%,3.93,47%,65%,0.9
799,Damacio Page,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 30, 1982",2.05,38%,2.47,51%,2.63,64%,23%,0.9
800,Danny Castillo,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979",2.57,42%,1.96,62%,2.95,38%,63%,0.2
801,Constantinos Philippou,"5' 11""",185 lbs.,"73""",Orthodox,"Nov 29, 1979",2.19,35%,2.73,54%,0.4,42%,65%,0.3
802,Erik Koch,"5' 10""",170 lbs.,"71""",Southpaw,"Oct 04, 1988",2.33,42%,2.82,47%,1.02,42%,81%,1.0
803,Kamal Shalorus,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 27, 1972",3.06,32%,2.99,70%,2.07,50%,80%,0.0
804,Anthony Njokuani,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 01, 1980",3.94,46%,2.41,65%,0.5,45%,53%,0.2
805,Urijah Faber,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979",2.65,40%,2.59,64%,1.54,30%,58%,0.8
806,Raphael Assuncao,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982",3.26,40%,2.33,68%,1.48,38%,80%,0.3
807,Eddie Wineland,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984",3.4,29%,3.66,69%,0.34,33%,86%,0.1
808,Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",3.52,34%,2.67,61%,1.41,30%,62%,0.6
809,Alex Caceres,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988",4.1,50%,2.82,65%,0.57,78%,64%,0.8
810,Michael McDonald,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991",2.69,42%,2.76,57%,1.09,66%,52%,1.4
811,Edwin Figueroa,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 31, 1984",2.57,39%,3.06,51%,0.2,100%,37%,0.6
812,Chan Sung Jung,"5' 7""",145 lbs.,"72""",Orthodox,"Mar 17, 1987",4.15,41%,4.01,56%,0.62,41%,75%,0.5
813,Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,"Nov 03, 1980",2.91,45%,3.48,46%,2.14,50%,50%,2.1
814,Charlie Valencia,"5' 3""",135 lbs.,"64""",Orthodox,"Oct 31, 1974",2.58,37%,2.61,77%,1.4,53%,75%,0.5
815,Benson Henderson,"5' 9""",170 lbs.,"70""",Southpaw,"Nov 16, 1983",2.93,45%,1.79,63%,2.4,45%,63%,0.8
816,Yves Jabouin,"5' 7""",135 lbs.,"68""",Orthodox,"May 30, 1979",3.06,41%,2.93,62%,1.94,60%,82%,0.1
817,Jose Aldo,"5' 7""",135 lbs.,"70""",Orthodox,"Sep 09, 1986",3.45,45%,3.52,61%,0.57,56%,91%,0.1
818,Renan Barao,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",3.78,36%,3.9,57%,1.49,41%,91%,0.5
819,Cole Escovedo,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 30, 1981",1.77,43%,4.32,49%,0.43,33%,13%,0.0
820,Justin Edwards,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983",2.68,42%,3.32,51%,2.14,26%,27%,1.0
821,Chris Cope,"6' 0""",170 lbs.,"72""",Orthodox,"Mar 05, 1983",3.96,26%,4.82,50%,0.0,0%,80%,0.0
822,Clay Harvison,"6' 1""",170 lbs.,"74""",Orthodox,"Sep 25, 1980",3.29,48%,3.91,58%,0.66,100%,68%,1.3
823,Ken Stone,"5' 8""",135 lbs.,"71""",Southpaw,"Oct 08, 1982",3.85,49%,2.9,48%,1.24,33%,60%,0.6
824,Chuck O'Neil,"6' 2""",170 lbs.,,,"Sep 22, 1985",3.13,37%,4.4,72%,0.0,0%,0%,0.0
825,Shamar Bailey,"5' 9""",155 lbs.,"75""",Southpaw,"Sep 22, 1982",1.56,20%,3.91,69%,1.5,33%,37%,0.0
826,Danny Downes,"6' 0""",155 lbs.,"72""",Orthodox,"Apr 08, 1986",1.66,34%,3.53,37%,0.0,0%,37%,0.5
827,Francisco Rivera,"5' 8""",135 lbs.,"70""",Orthodox,"Oct 08, 1981",4.07,41%,3.16,68%,1.01,63%,68%,0.6
828,Tony Ferguson,"5' 11""",155 lbs.,"76""",Orthodox,"Feb 12, 1984",5.46,45%,3.94,59%,0.45,42%,70%,1.1
829,Scott Jorgensen,"5' 5""",135 lbs.,"66""",Orthodox,"Sep 17, 1982",3.37,40%,3.41,65%,2.61,45%,59%,0.7
830,Ramsey Nijem,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988",3.05,44%,1.62,62%,5.32,62%,55%,1.1
831,Ryan McGillivray,"5' 11""",170 lbs.,,,"Sep 27, 1986",1.27,20%,2.2,52%,0.0,0%,44%,0.0
832,Anthony Pettis,"5' 10""",155 lbs.,"72""",Orthodox,"Jan 27, 1987",3.05,47%,3.44,54%,0.61,50%,60%,1.1
833,Dave Herman,"6' 4""",242 lbs.,"77""",Orthodox,"Oct 03, 1984",4.98,60%,3.78,48%,1.49,100%,58%,0.0
834,Jon Olav Einemo,"6' 6""",253 lbs.,,Orthodox,"Dec 10, 1975",2.15,52%,3.05,52%,1.73,55%,43%,0.0
835,Jason Young,"5' 9""",145 lbs.,"73""",Orthodox,"Jun 28, 1986",2.97,37%,3.2,50%,1.98,66%,55%,0.0
836,James Head,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 09, 1984",2.75,48%,3.11,49%,0.41,100%,66%,0.8
837,Aaron Rosa,"6' 4""",205 lbs.,"77""",Orthodox,"May 28, 1983",4.03,47%,4.41,45%,0.36,33%,85%,0.4
838,Vagner Rocha,"5' 10""",155 lbs.,"73""",Orthodox,"Jun 06, 1982",2.64,42%,4.5,48%,1.4,33%,50%,1.9
839,Javier Vazquez,"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977",2.43,36%,1.99,72%,2.56,52%,57%,1.5
840,Edward Faaloloto,,155 lbs.,"70""",,"Jul 15, 1984",2.28,32%,6.25,44%,1.01,25%,33%,0.0
841,Ricardo Lamas,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982",3.13,47%,2.87,57%,1.84,33%,46%,0.9
842,Donny Walker,"5' 9""",135 lbs.,,,"Jan 04, 1980",1.81,37%,3.85,46%,0.0,0%,57%,1.7
843,Dominick Cruz,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 09, 1985",3.65,32%,2.42,72%,2.99,46%,83%,0.1
844,Jeff Hougland,"5' 7""",135 lbs.,"68""",Orthodox,"Aug 02, 1978",1.86,48%,3.46,47%,0.86,18%,0%,1.1
845,Paul Bradley,"5' 9""",170 lbs.,,Orthodox,"Jun 13, 1983",2.26,32%,4.13,56%,1.12,16%,100%,0.0
846,Jimy Hettes,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 09, 1987",3.47,57%,3.5,57%,5.2,44%,61%,1.4
847,Ronny Markes,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988",2.17,53%,2.43,45%,3.13,40%,100%,0.5
848,Erick Silva,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984",2.5,48%,4.18,49%,0.85,35%,56%,1.4
849,Iuri Alcantara,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 04, 1980",2.72,45%,2.79,49%,1.44,62%,60%,0.8
850,Felipe Arantes,"5' 8""",135 lbs.,"73""",Orthodox,"Feb 09, 1988",2.37,45%,2.66,64%,0.93,47%,41%,0.7
851,Stanislav Nedkov,"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981",3.33,43%,5.39,43%,2.77,41%,0%,0.0
852,Luis Ramos,"5' 8""",170 lbs.,,Orthodox,"Jan 18, 1981",2.4,35%,5.6,42%,1.5,20%,100%,0.0
853,Johnny Eduardo,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978",2.89,38%,3.34,63%,0.0,0%,62%,0.5
854,Mike Stumpf,"5' 10""",170 lbs.,,,"Aug 01, 1986",3.34,43%,8.85,47%,1.59,25%,33%,0.8
855,Robert Peralta,"5' 8""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",3.76,44%,2.97,53%,0.59,66%,65%,0.0
856,Lance Benoist,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",3.68,51%,2.7,56%,1.5,33%,61%,0.0
857,Jorge Lopez,"5' 10""",170 lbs.,,Orthodox,"Nov 21, 1988",2.47,59%,2.57,50%,3.5,41%,81%,0.0
858,Eddie Yagin,"5' 7""",145 lbs.,,Orthodox,"Mar 23, 1979",3.13,30%,5.77,42%,0.0,0%,62%,1.0
859,Walel Watson,"5' 11""",135 lbs.,"75""",Orthodox,"Jul 16, 1984",2.1,29%,3.79,43%,0.0,0%,61%,1.4
860,Mike Easton,"5' 6""",135 lbs.,"70""",Southpaw,"Jan 25, 1984",3.51,37%,4.28,61%,0.75,22%,66%,0.0
861,Joseph Sandoval,"5' 7""",135 lbs.,,Southpaw,"May 11, 1986",1.82,42%,12.12,60%,0.0,0%,0%,0.0
862,Byron Bloodworth,"5' 8""",135 lbs.,,Orthodox,"Aug 16, 1983",1.82,28%,5.18,50%,0.0,0%,0%,0.0
863,Stipe Miocic,"6' 4""",240 lbs.,"80""",Orthodox,"Aug 19, 1982",4.9,52%,3.75,55%,1.92,34%,70%,0.0
864,Francis Carmont,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 11, 1981",2.22,42%,1.64,59%,1.79,36%,73%,0.6
865,Dustin Jacoby,"6' 3""",205 lbs.,"76""",Orthodox,"Apr 04, 1988",3.68,46%,2.94,61%,0.22,100%,70%,0.0
866,Clifford Starks,"6' 0""",185 lbs.,"78""",Orthodox,"Apr 25, 1981",1.94,33%,2.49,58%,1.94,100%,60%,0.0
867,Hatsu Hioki,"5' 11""",145 lbs.,"73""",Orthodox,"Jul 18, 1983",2.42,42%,2.12,65%,2.55,56%,54%,0.6
868,Bart Palaszewski,"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1983",2.67,32%,3.97,57%,0.65,31%,53%,0.5
869,Philip De Fries,"6' 5""",250 lbs.,"79""",Orthodox,"Apr 21, 1986",2.3,47%,3.0,37%,3.29,42%,100%,0.6
870,Che Mills,"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982",2.08,52%,2.87,43%,1.18,66%,58%,0.0
871,John Maguire,"5' 9""",155 lbs.,"69""",Southpaw,"May 19, 1983",1.41,41%,2.44,65%,2.8,46%,77%,1.1
872,Brad Pickett,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 24, 1978",3.02,31%,4.63,55%,2.47,44%,58%,0.4
873,Vaughan Lee,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982",3.47,47%,2.07,70%,0.81,33%,72%,1.0
874,Papy Abedi,"5' 11""",185 lbs.,,Southpaw,"Jun 30, 1978",2.8,55%,3.15,48%,3.47,57%,50%,1.3
875,Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",4.64,50%,3.64,60%,1.09,51%,60%,0.5
876,Matt Lucas,"6' 1""",205 lbs.,,,,1.27,48%,3.93,40%,1.0,10%,0%,0.0
877,Darren Uyenoyama,"5' 6""",125 lbs.,"65""",Orthodox,"Oct 15, 1979",1.34,39%,2.21,66%,1.42,33%,35%,0.7
878,Alex Soto,"5' 8""",135 lbs.,,Southpaw,"Feb 15, 1984",2.95,25%,5.02,59%,2.82,30%,0%,0.0
879,Cung Le,"5' 9""",185 lbs.,"70""",Southpaw,"May 25, 1972",4.36,48%,2.98,66%,1.37,71%,88%,0.3
880,Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985",3.97,35%,3.64,56%,0.56,100%,80%,0.0
881,Steven Siler,"5' 11""",145 lbs.,"70""",Orthodox,"Feb 15, 1987",3.21,41%,2.96,54%,0.47,21%,55%,1.6
882,Bryan Caraway,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 04, 1984",2.53,34%,3.61,54%,2.57,25%,80%,0.8
883,Louis Gaudinot,"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984",2.34,37%,6.42,48%,0.57,40%,31%,1.1
884,Dustin Neace,"5' 9""",145 lbs.,,,"Sep 12, 1986",2.08,32%,2.66,56%,0.0,0%,0%,1.7
885,Josh Ferguson,"5' 5""",125 lbs.,,Orthodox,"May 13, 1988",2.13,43%,4.18,32%,0.59,11%,54%,0.0
886,TJ Dillashaw,"5' 6""",125 lbs.,"67""",Orthodox,"Feb 07, 1986",5.37,41%,3.03,65%,1.68,37%,86%,1.0
887,Josh Clopton,"5' 6""",145 lbs.,,Orthodox,"Jul 11, 1981",1.6,64%,2.87,50%,2.0,66%,75%,0.0
888,Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",4.53,50%,1.75,63%,1.83,62%,62%,0.0
889,Diego Brandao,"5' 7""",145 lbs.,"64""",Orthodox,"May 27, 1987",2.94,47%,3.38,62%,3.21,68%,80%,0.6
890,Stephen Bass,"5' 9""",145 lbs.,,Orthodox,"Nov 14, 1982",4.87,52%,5.87,55%,0.0,0%,0%,0.0
891,Dustin Pague,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 05, 1987",1.65,53%,2.96,41%,1.03,44%,55%,2.6
892,Roland Delorme,"5' 9""",135 lbs.,"71""",Orthodox,"Dec 18, 1983",2.28,44%,4.32,40%,2.51,34%,42%,1.6
893,Dennis Bermudez,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",4.42,46%,3.07,59%,3.89,40%,82%,1.1
894,John Albert,"5' 8""",135 lbs.,"68""",Orthodox,"Oct 13, 1986",3.05,49%,2.82,35%,0.0,0%,50%,6.1
895,John Dodson,"5' 3""",135 lbs.,"66""",Orthodox,"Sep 26, 1984",3.2,40%,3.58,61%,0.71,28%,82%,0.0
896,Mitch Clarke,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 24, 1985",2.35,34%,3.27,47%,0.64,15%,50%,0.4
897,John Cholish,"5' 11""",155 lbs.,"74""",Orthodox,"Dec 17, 1983",2.65,49%,2.29,73%,1.82,31%,78%,0.4
898,Jake Hecht,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 09, 1984",3.26,47%,2.76,56%,2.04,37%,40%,0.0
899,Alistair Overeem,"6' 4""",265 lbs.,"80""",Orthodox,"May 17, 1980",3.67,64%,2.44,57%,1.42,55%,73%,0.8
900,Ednaldo Oliveira,"6' 5""",205 lbs.,,Orthodox,"Feb 19, 1984",1.03,22%,1.8,52%,0.0,0%,42%,0.0
901,Antonio Carvalho,"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1979",3.03,29%,3.62,64%,0.0,0%,100%,0.0
902,Carlo Prater,"5' 11""",155 lbs.,"72""",Switch,"Jun 25, 1981",2.03,47%,4.07,35%,0.43,9%,57%,1.7
903,Daniel Pineda,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 06, 1985",3.41,49%,2.72,44%,1.55,29%,44%,1.8
904,Jared Papazian,"5' 8""",135 lbs.,"67""",Southpaw,"Feb 01, 1988",3.33,39%,3.81,44%,0.0,0%,50%,0.0
905,Tommy Hayden,"5' 9""",145 lbs.,,Southpaw,"Mar 11, 1986",1.48,27%,2.05,55%,3.42,33%,66%,0.0
906,Pat Schilling,"5' 8""",145 lbs.,,Orthodox,"Aug 28, 1988",1.87,26%,8.24,52%,0.0,0%,0%,0.0
907,Nick Denis,"5' 7""",135 lbs.,,Orthodox,"Oct 11, 1983",6.54,53%,5.42,36%,2.8,100%,80%,0.0
908,Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",4.1,48%,1.75,65%,5.32,48%,84%,0.8
909,Lavar Johnson,"6' 4""",240 lbs.,"82""",Orthodox,"Jun 11, 1977",5.39,55%,2.54,55%,0.61,66%,54%,0.6
910,Eric Wisely,"5' 8""",145 lbs.,,Southpaw,"Jul 25, 1984",1.42,47%,2.08,56%,0.0,0%,27%,0.9
911,Max Holloway,"5' 11""",145 lbs.,"69""",Orthodox,"Dec 04, 1991",7.26,46%,4.58,60%,0.21,71%,84%,0.3
912,Michael Kuiper,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989",3.28,54%,3.62,54%,2.3,55%,79%,0.0
913,Stephen Thompson,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",4.24,43%,2.8,58%,0.32,45%,78%,0.0
914,Dan Stittgen,"6' 1""",170 lbs.,,Orthodox,"Nov 17, 1980",2.97,46%,4.42,37%,0.78,100%,100%,0.0
915,Henry Martinez,"5' 7""",155 lbs.,"69""",Southpaw,"Aug 07, 1983",2.79,25%,4.01,60%,0.0,0%,80%,0.0
916,Anton Kuivanen,"5' 8""",155 lbs.,"72""",Orthodox,"May 01, 1984",2.27,38%,1.63,67%,1.2,100%,71%,0.4
917,Bernardo Magalhaes,"5' 9""",155 lbs.,,Orthodox,"Apr 08, 1981",1.8,27%,3.37,68%,0.0,0%,0%,0.5
918,Justin Salas,"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982",3.42,43%,2.96,68%,2.43,20%,0%,0.0
919,Tim Means,"6' 2""",170 lbs.,"75""",Orthodox,"Feb 20, 1984",5.16,48%,3.58,61%,0.92,41%,64%,0.2
920,Issei Tamura,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984",1.89,53%,4.58,44%,0.92,25%,33%,0.0
921,Eiji Mitsuoka,"5' 7""",145 lbs.,,Southpaw,"Jan 01, 1976",1.49,49%,2.26,45%,2.3,36%,20%,1.6
922,Oli Thompson,"6' 1""",242 lbs.,,Orthodox,"Jan 02, 1980",1.66,46%,5.31,46%,0.0,0%,50%,0.5
923,Andrew Craig,"6' 1""",170 lbs.,"76""",Orthodox,"Jan 15, 1986",2.39,40%,3.01,50%,0.53,37%,72%,0.0
924,Shawn Jordan,"6' 0""",260 lbs.,"75""",Southpaw,"Oct 21, 1984",2.87,50%,3.3,47%,1.97,38%,76%,0.1
925,Ian McCall,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984",3.59,39%,3.25,67%,2.08,30%,88%,0.0
926,Yasuhiro Urushitani,"5' 5""",125 lbs.,,Southpaw,"Sep 08, 1976",3.47,39%,4.71,65%,0.0,0%,80%,0.0
927,Nick Penner,"6' 4""",205 lbs.,,Southpaw,"Mar 26, 1980",1.25,30%,4.6,38%,0.0,0%,40%,0.0
928,Magnus Cedenblad,"6' 5""",185 lbs.,"79""",Orthodox,"Apr 10, 1982",2.38,51%,3.02,40%,2.87,64%,66%,1.0
929,Yoislandy Izquierdo,"5' 11""",155 lbs.,,Southpaw,"Jan 09, 1984",2.93,52%,1.4,26%,0.0,0%,50%,0.0
930,Tom DeBlass,"6' 0""",185 lbs.,,Orthodox,"May 14, 1982",1.5,35%,4.43,37%,1.0,50%,28%,0.5
931,Siyar Bahadurzada,"5' 11""",170 lbs.,"73""",Orthodox,"Apr 17, 1984",2.91,40%,3.23,49%,1.32,61%,62%,0.3
932,Besam Yousef,"5' 11""",170 lbs.,,Orthodox,"Mar 25, 1985",3.14,53%,3.98,38%,1.33,66%,50%,0.0
933,Simeon Thoresen,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984",3.85,43%,3.85,64%,1.12,40%,50%,1.7
934,Reza Madadi,"5' 11""",155 lbs.,"73""",Orthodox,"Jun 20, 1978",2.51,46%,3.31,66%,3.17,33%,89%,0.5
935,Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983",4.11,44%,3.19,66%,1.85,36%,63%,0.3
936,Chris Clements,"5' 10""",170 lbs.,"70""",Orthodox,"Feb 09, 1976",3.2,49%,2.37,44%,0.0,0%,32%,0.3
937,Chad Griggs,"6' 1""",205 lbs.,"73""",Orthodox,"May 15, 1978",2.67,50%,2.22,46%,1.51,66%,41%,0.0
938,John Lineker,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",5.36,40%,4.27,56%,0.56,58%,67%,0.6
939,Tim Elliott,"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986",3.35,45%,2.49,59%,4.01,49%,58%,1.1
940,Marcus LeVesseur,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982",2.55,64%,3.7,37%,3.89,36%,83%,0.6
941,Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",3.75,47%,3.84,54%,2.04,40%,60%,1.0
942,Shane del Rosario,"6' 4""",250 lbs.,,Southpaw,"Sep 23, 1983",3.93,60%,2.97,54%,1.2,40%,16%,2.4
943,Antonio Silva,"6' 4""",264 lbs.,"82""",Orthodox,"Sep 14, 1979",2.89,45%,3.09,50%,0.82,29%,66%,0.8
944,Joe Proctor,"5' 10""",155 lbs.,"72""",Orthodox,"Aug 10, 1985",3.39,36%,3.93,59%,0.0,0%,70%,1.8
945,Cristiano Marcello,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 03, 1977",2.56,33%,3.61,58%,0.44,11%,20%,0.9
946,Justin Lawrence,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990",3.84,35%,2.83,67%,0.72,28%,73%,0.0
947,Michael Chiesa,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987",1.89,40%,1.71,54%,3.6,52%,68%,0.9
948,John Cofer,"5' 9""",155 lbs.,,Southpaw,"Apr 29, 1984",2.73,41%,3.43,62%,1.22,50%,64%,0.0
949,Al Iaquinta,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 30, 1987",4.06,40%,4.44,61%,0.64,18%,74%,0.2
950,Sam Sicilia,"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986",2.46,33%,3.55,59%,1.45,43%,70%,0.9
951,Jeremy Larsen,"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984",4.87,48%,5.75,57%,2.49,33%,0%,0.0
952,Erik Perez,"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1989",3.16,40%,2.09,66%,3.16,55%,69%,0.2
953,Daron Cruickshank,"5' 8""",155 lbs.,"72""",Switch,"Jun 11, 1985",2.88,38%,2.98,57%,2.04,41%,60%,0.2
954,Chris Tickle,"5' 9""",155 lbs.,,,"Feb 01, 1982",1.07,40%,1.13,43%,1.0,25%,20%,2.0
955,Chris Saunders,"5' 8""",155 lbs.,,,"Mar 11, 1986",1.48,22%,2.96,75%,3.7,100%,0%,0.0
956,Myles Jury,"5' 10""",145 lbs.,"73""",Orthodox,"Oct 31, 1988",2.94,42%,2.16,66%,2.16,55%,50%,0.3
957,Caio Magalhaes,"6' 1""",185 lbs.,"73""",Orthodox,"Dec 14, 1987",2.27,40%,2.78,56%,1.05,15%,58%,1.6
958,Buddy Roberts,"6' 2""",185 lbs.,,Orthodox,"Oct 17, 1982",2.17,34%,2.08,70%,0.0,0%,76%,0.7
959,Joey Gambino,"5' 7""",145 lbs.,,Orthodox,"Oct 26, 1988",2.47,35%,2.53,51%,0.0,0%,42%,0.8
960,CJ Keith,"6' 0""",155 lbs.,,Orthodox,"Aug 09, 1986",0.86,50%,1.82,50%,0.0,0%,62%,0.0
961,Brock Jardine,"5' 11""",170 lbs.,,Orthodox,"Jul 10, 1985",1.06,30%,3.34,56%,0.0,0%,14%,0.8
